  205  205 0  0
     1      32.17040    131.51579     -0.13000      0.01000   1   1
     2      32.55700    131.53059     -0.16000      0.02000   1   1
     3      33.22840    131.57941     -0.19000      0.02000   1   1
     4      32.31620    131.58299     -0.10000     -0.03000   1   1
     5      32.98680    131.58780     -0.19000      0.03000   1   1
     6      32.85220    131.62920     -0.19000      0.03000   1   1
     7      32.44540    131.63229     -0.16000      0.03000   1   1
     8      32.42860    131.66960     -0.17000      0.04000   1   1
     9      33.09620    131.74840     -0.23000      0.02000   1   1
    10      32.70400    131.75681     -0.20000      0.06000   1   1
    11      33.23940    131.79800     -0.20000      0.05000   1   1
    12      32.92450    131.87630     -0.22000      0.06000   1   1
    13      32.93630    132.03900     -0.21000      0.07000   1   1
    14      33.36790    132.04601     -0.21000      0.08000   1   1
    15      33.43430    132.22160     -0.21000      0.08000   1   1
    16      33.46900    132.28110     -0.20000      0.08000   1   1
    17      33.20210    132.36031     -0.26000      0.12000   1   1
    18      33.38430    132.47530     -0.23000      0.10000   1   1
    19      33.61150    132.48720     -0.19000      0.09000   1   1
    20      33.03940    132.48869     -0.30000      0.12000   1   1
    21      33.17750    132.54370     -0.27000      0.12000   1   1
    22      32.73860    132.55540     -0.33000      0.18000   1   1
    23      32.96390    132.56180     -0.31000      0.14000   1   1
    24      33.51030    132.56470     -0.21000      0.10000   1   1
    25      33.09600    132.63361     -0.30000      0.13000   1   1
    26      32.92760    132.67580     -0.35000      0.17000   1   1
    27      33.44670    132.69341     -0.28000      0.08000   1   1
    28      32.84060    132.70370     -0.35000      0.18000   1   1
    29      33.30500    132.74361     -0.27000      0.12000   1   1
    30      33.17160    132.79260     -0.30000      0.14000   1   1
    31      33.64270    132.79849     -0.21000      0.10000   1   1
    32      32.76210    132.81059     -0.36000      0.20000   1   1
    33      33.06010    132.82201     -0.33000      0.15000   1   1
    34      32.96100    132.83141     -0.36000      0.16000   1   1
    35      33.79650    132.91161     -0.18000      0.11000   1   1
    36      33.39100    132.92261     -0.27000      0.13000   1   1
    37      33.56920    132.93781     -0.23000      0.12000   1   1
    38      33.10390    132.96159     -0.35000      0.17000   1   1
    39      32.75570    132.96640     -0.37000      0.21000   1   1
    40      33.19310    132.97211     -0.31000      0.16000   1   1
    41      33.31210    132.97400     -0.29000      0.15000   1   1
    42      32.86940    132.98210     -0.37000      0.19000   1   1
    43      32.99120    132.99921     -0.36000      0.18000   1   1
    44      33.41660    133.08949     -0.28000      0.15000   1   1
    45      33.21540    133.12860     -0.33000      0.17000   1   1
    46      33.60700    133.15440     -0.23000      0.13000   1   1
    47      33.32690    133.22839     -0.32000      0.17000   1   1
    48      33.27290    133.24170     -0.34000      0.17000   1   1
    49      33.33350    133.24350     -0.32000      0.17000   1   1
    50      33.46840    133.28090     -0.30000      0.15000   1   1
    51      33.70420    133.36259     -0.22000      0.13000   1   1
    52      33.54570    133.43170     -0.27000      0.15000   1   1
    53      33.81830    133.46181     -0.19000      0.11000   1   1
    54      33.62580    133.53101     -0.25000      0.14000   1   1
    55      33.93860    133.53819     -0.17000      0.07000   1   1
    56      33.52910    133.57820     -0.29000      0.16000   1   1
    57      33.93660    133.68120     -0.19000      0.12000   1   1
    58      33.54250    133.69980     -0.29000      0.16000   1   1
    59      33.83880    133.79691     -0.19000      0.05000   1   1
    60      33.65410    133.80499     -0.26000      0.15000   1   1
    61      34.03970    133.87489     -0.15000      0.12000   1   1
    62      33.50570    133.90359     -0.33000      0.16000   1   1
    63      33.87480    133.92180     -0.24000      0.12000   1   1
    64      33.72250    133.94080     -0.25000      0.14000   1   1
    65      33.42780    134.00710     -0.37000      0.18000   1   1
    66      34.05150    134.04910     -0.17000      0.10000   1   1
    67      33.36730    134.05611     -0.39000      0.19000   1   1
    68      33.87750    134.05820     -0.18000      0.15000   1   1
    69      33.49710    134.09930     -0.35000      0.17000   1   1
    70      33.60370    134.10690     -0.30000      0.16000   1   1
    71      33.31580    134.12210     -0.41000      0.20000   1   1
    72      33.25130    134.17670     -0.42000      0.21000   1   1
    73      33.26610    134.17810     -0.42000      0.21000   1   1
    74      33.39480    134.20551     -0.39000      0.18000   1   1
    75      33.93450    134.21111     -0.21000      0.12000   1   1
    76      34.03840    134.23019     -0.18000      0.10000   1   1
    77      33.52770    134.28081     -0.35000      0.16000   1   1
    78      33.78950    134.30141     -0.25000      0.12000   1   1
    79      34.09690    134.35190     -0.16000      0.09000   1   1
    80      33.61850    134.37199     -0.31000      0.15000   1   1
    81      33.87890    134.38910     -0.23000      0.10000   1   1
    82      33.99360    134.45731     -0.19000      0.08000   1   1
    83      33.82190    134.48450     -0.24000      0.11000   1   1
    84      33.93280    134.50999     -0.23000      0.09000   1   1
    85      33.72500    134.53300     -0.27000      0.12000   1   1
    86      34.05990    134.56010     -0.18000      0.09000   1   1
    87      33.77510    134.59100     -0.26000      0.11000   1   1
    88      34.17180    134.60500     -0.15000      0.07000   1   1
    89      33.92680    134.62601     -0.22000      0.10000   1   1
    90      33.83020    134.66769     -0.25000      0.11000   1   1
    91      33.85150    135.16589     -0.25000      0.08000   1   1
    92      33.68480    135.36990     -0.30000      0.10000   1   1
    93      33.74420    135.39610     -0.27000      0.08000   1   1
    94      33.64720    135.40601     -0.31000      0.10000   1   1
    95      33.55440    135.49620     -0.33000      0.10000   1   1
    96      33.78540    135.50841     -0.26000      0.08000   1   1
    97      33.65830    135.53380     -0.30000      0.08000   1   1
    98      33.94080    135.55400     -0.23000      0.05000   1   1
    99      33.74760    135.58990     -0.27000      0.07000   1   1
   100      33.50560    135.59920     -0.35000      0.11000   1   1
   101      33.63710    135.70869     -0.30000      0.07000   1   1
   102      33.96940    135.73511     -0.23000      0.05000   1   1
   103      34.15580    135.74339     -0.21000      0.04000   1   1
   104      33.48330    135.76440     -0.35000      0.10000   1   1
   105      33.47590    135.77310     -0.35000      0.10000   1   1
   106      33.81520    135.78200     -0.28000      0.04000   1   1
   107      33.52000    135.83411     -0.33000      0.07000   1   1
   108      34.24190    135.85471     -0.21000      0.03000   1   1
   109      33.79900    135.87100     -0.27000      0.04000   1   1
   110      33.66870    135.88200     -0.29000      0.07000   1   1
   111      33.58390    135.92070     -0.32000      0.08000   1   1
   112      33.87700    135.92830     -0.26000      0.06000   1   1
   113      33.57780    135.93690     -0.31000      0.08000   1   1
   114      34.03810    135.96370     -0.23000      0.05000   1   1
   115      34.29290    136.00259     -0.22000      0.03000   1   1
   116      33.74120    136.01089     -0.28000      0.07000   1   1
   117      33.87510    136.08591     -0.26000      0.06000   1   1
   118      34.17990    136.09689     -0.23000      0.04000   1   1
   119      33.93290    136.13989     -0.26000      0.06000   1   1
   120      34.49380    136.17310     -0.19000      0.02000   1   1
   121      33.92870    136.17520     -0.26000      0.06000   1   1
   122      34.06060    136.19830     -0.25000      0.05000   1   1
   123      34.43310    136.33420     -0.22000      0.03000   1   1
   124      34.20810    136.34290     -0.24000      0.05000   1   1
   125      34.29790    136.38840     -0.23000      0.04000   1   1
   126      34.60330    136.43190     -0.19000      0.03000   1   1
   127      34.42030    136.47440     -0.23000      0.03000   1   1
   128      34.75900    136.50220     -0.20000      0.03000   1   1
   129      34.28500    136.54041     -0.24000      0.03000   1   1
   130      34.54700    136.55060     -0.22000      0.04000   1   1
   131      34.43140    136.62840     -0.24000      0.05000   1   1
   132      34.37350    136.80200     -0.26000      0.06000   1   1
   133      34.25340    136.82060     -0.27000      0.07000   1   1
   134      34.46530    136.85110     -0.24000      0.07000   1   1
   135      34.74000    136.93840     -0.25000      0.06000   1   1
   136      34.54390    136.98170     -0.27000      0.08000   1   1
   137      34.99490    137.05969     -0.22000      0.05000   1   1
   138      34.60920    137.06799     -0.26000      0.07000   1   1
   139      34.79480    137.11900     -0.23000      0.06000   1   1
   140      34.91730    137.15230     -0.24000      0.06000   1   1
   141      34.64860    137.27780     -0.25000      0.07000   1   1
   142      34.91970    137.29990     -0.23000      0.06000   1   1
   143      35.03940    137.31310     -0.22000      0.06000   1   1
   144      34.78590    137.33870     -0.25000      0.07000   1   1
   145      34.96740    137.42310     -0.23000      0.06000   1   1
   146      34.86480    137.43401     -0.24000      0.05000   1   1
   147      34.71800    137.51489     -0.26000      0.08000   1   1
   148      34.71800    137.51489     -0.26000      0.08000   1   1
   149      34.80870    137.55431     -0.24000      0.07000   1   1
   150      35.10000    137.57530     -0.22000      0.06000   1   1
   151      34.93760    137.57539     -0.24000      0.06000   1   1
   152      34.70210    137.63680     -0.27000      0.08000   1   1
   153      34.83530    137.67230     -0.24000      0.06000   1   1
   154      34.75200    137.68069     -0.27000      0.08000   1   1
   155      35.07920    137.69521     -0.22000      0.05000   1   1
   156      34.74040    137.77071     -0.27000      0.08000   1   1
   157      34.79280    137.79170     -0.27000      0.07000   1   1
   158      34.94130    137.81790     -0.24000      0.06000   1   1
   159      34.87700    137.82249     -0.26000      0.06000   1   1
   160      34.67180    137.82339     -0.28000      0.08000   1   1
   161      34.75530    137.91119     -0.27000      0.07000   1   1
   162      34.84380    137.93210     -0.26000      0.06000   1   1
   163      34.67040    137.93739     -0.29000      0.08000   1   1
   164      34.90200    137.94679     -0.24000      0.07000   1   1
   165      35.03150    137.98039     -0.23000      0.05000   1   1
   166      34.87670    138.01691     -0.25000      0.07000   1   1
   167      34.78590    138.01750     -0.27000      0.07000   1   1
   168      34.66640    138.04649     -0.29000      0.08000   1   1
   169      34.71520    138.05350     -0.28000      0.07000   1   1
   170      34.93980    138.07480     -0.24000      0.06000   1   1
   171      35.04480    138.08160     -0.23000      0.04000   1   1
   172      34.67990    138.09821     -0.29000      0.08000   1   1
   173      34.64290    138.12920     -0.32000      0.06000   1   1
   174      35.10390    138.13490     -0.21000      0.03000   1   1
   175      34.75770    138.13690     -0.27000      0.07000   1   1
   176      34.63450    138.15900     -0.31000      0.08000   1   1
   177      34.84940    138.17670     -0.25000      0.07000   1   1
   178      34.67770    138.18291     -0.30000      0.08000   1   1
   179      34.60530    138.21561     -0.32000      0.09000   1   1
   180      34.73830    138.22560     -0.29000      0.08000   1   1
   181      34.95430    138.24989     -0.25000      0.07000   1   1
   182      35.20090    138.25349     -0.26000      0.07000   1   1
   183      34.87060    138.32739     -0.27000      0.07000   1   1
   184      35.10340    138.36870     -0.24000      0.07000   1   1
   185      34.99050    138.37830     -0.26000      0.07000   1   1
   186      35.28940    138.44569     -0.24000      0.05000   1   1
   187      34.98650    138.51559     -0.28000      0.06000   1   1
   188      35.06740    138.52470     -0.27000      0.06000   1   1
   189      35.11710    138.60989     -0.28000      0.05000   1   1
   190      35.20310    138.61690     -0.26000      0.04000   1   1
   191      34.08000    138.13000     -0.37900      0.21200   1   1
   192      33.88000    137.60001     -0.36900      0.12300   1   1
   193      34.18000    137.39000     -0.30200      0.12900   1   1
   194      33.67000    137.00000     -0.31800      0.03900   1   1
   195      33.43000    136.67000     -0.41300      0.15200   1   1
   196      33.33000    136.36000     -0.36000      0.15600   1   1
   197      33.16000    135.57001     -0.48200      0.18100   1   1
   198      33.35000    134.94000     -0.43700      0.00900   1   1
   199      32.87000    134.81000     -0.44900      0.15200   1   1
   200      32.82000    133.67000     -0.42600      0.21000   1   1
   201      32.43000    134.03000     -0.40800      0.18900   1   1
   202      32.37000    133.22000     -0.29300      0.27700   1   1
   203      31.93000    133.58000     -0.45700      0.29700   1   1
   204      32.38000    132.42000     -0.25500      0.32000   1   1
   205      31.97000    132.49001     -0.21600      0.14700   1   1
