138.47	35.4
138.45	35.3
138.42	35.2
138.39	35.1
138.35	35.03
138.3	34.97
138.2	34.91
138.1	34.86
138.0	34.81
137.9	34.76
137.8	34.725
137.7	34.7
137.6	34.695
137.5	34.685
137.4	34.66
137.3	34.63
137.2	34.59
137.1	34.55
137.0	34.45
136.9	34.27
136.8	34.15
136.7	34.1
136.6	34.04
136.5	33.95
136.4	33.9
136.3	33.84
136.2	33.79
136.1	33.74
136.0	33.68
135.9	33.62
135.8	33.59
135.7	33.55
135.6	33.53
135.5	33.52
135.4	33.5
135.3	33.49
135.2	33.49
135.1	33.495
135.0	33.515
134.9	33.56
134.8	33.6
134.7	33.66
134.6	33.7
134.5	33.7
134.4	33.68
134.3	33.66
134.2	33.63
134.1	33.56
134.0	33.48
133.9	33.43
133.8	33.37
133.7	33.32
133.6	33.3
133.5	33.275
133.4	33.24
133.2	33.2
133.0	33.12
132.8	33.025
132.6	32.9
132.46	32.8
132.3	32.6
132.1	32.435
131.9	32.2
131.8	31.9
131.7	31.6
131.6	31.3
131.57	31.2
131.55	30.9
