     131.516    32.171    146.053     0.019
     131.531    32.557    145.483     0.009
     131.579    33.229   -166.484     0.016
     131.583    32.316    -61.705     0.067
     131.588    32.987    159.816     0.011
     131.629    32.853    142.179     0.010
     131.632    32.446    149.292     0.006
     131.670    32.429    148.834     0.010
     131.748    33.097   -154.957     0.025
     131.757    32.704     54.948     0.015
     131.798    33.240    168.074     0.005
     131.876    32.925     -0.143     0.000
     132.039    32.937    -29.772     0.038
     132.046    33.369    130.475     0.021
     132.222    33.435    120.450     0.012
     132.281    33.470     62.910     0.011
     132.360    33.203     82.920     0.025
     132.475    33.385     45.733     0.017
     132.487    33.612     80.091     0.017
     132.489    33.040    -84.872     0.029
     132.544    33.178     -7.328     0.002
     132.556    32.739    -66.835     0.025
     132.562    32.964    -51.818     0.021
     132.565    33.511     47.810     0.022
     132.634    33.097    -58.941     0.013
     132.676    32.928    148.436     0.010
     132.694    33.447   -147.322     0.030
     132.704    32.841    127.759     0.006
     132.744    33.306    -16.854     0.003
     132.793    33.172    -18.445     0.003
     132.799    33.643     82.622     0.002
     132.811    32.762    146.846     0.011
     132.822    33.061    -74.217     0.009
     132.832    32.961   -144.487     0.010
     132.912    33.797    117.274     0.009
     132.923    33.392    -28.014     0.003
     132.938    33.570     37.834     0.006
     132.962    33.104    158.609     0.006
     132.967    32.756    156.159     0.007
     132.972    33.194      8.238     0.002
     132.974    33.313     30.266     0.005
     132.982    32.870    -54.827     0.002
     133.000    32.992     -1.422     0.000
     133.090    33.417     52.095     0.005
     133.129    33.216     -4.900     0.001
     133.155    33.608     10.313     0.001
     133.229    33.328     93.940     0.005
     133.242    33.273   -155.552     0.003
     133.244    33.334     95.191     0.005
     133.281    33.469   -167.500     0.005
     133.363    33.705    100.500     0.009
     133.432    33.546     35.359     0.004
     133.463    33.819    -11.261     0.001
     133.532    33.627     28.332     0.004
     133.539    33.940    -94.377     0.044
     133.579    33.530     74.847     0.012
     133.682    33.938    128.037     0.023
     133.701    33.543     45.017     0.011
     133.798    33.840    -73.385     0.094
     133.806    33.655     53.804     0.014
     133.876    34.041     48.592     0.024
     133.905    33.506   -120.979     0.006
     133.923    33.876    176.865     0.003
     133.942    33.723     46.757     0.005
     134.008    33.428    169.571     0.002
     134.050    34.052    -98.196     0.008
     134.057    33.368    143.991     0.003
     134.060    33.878     41.127     0.039
     134.101    33.498   -153.752     0.004
     134.108    33.604     21.118     0.002
     134.123    33.316    120.841     0.006
     134.178    33.252     32.025     0.008
     134.179    33.267     55.622     0.011
     134.207    33.395   -127.027     0.006
     134.213    33.935    153.046     0.006
     134.232    34.039   -131.528     0.007
     134.282    33.528   -161.490     0.005
