     134.628    33.928    155.556     0.242
     134.670    33.831    156.251     0.273
     135.169    33.852    162.255     0.262
     135.374    33.685    161.565     0.316
     135.400    33.745    163.496     0.282
     135.410    33.648    162.121     0.326
     135.500    33.555    163.142     0.345
     135.513    33.786    162.897     0.272
     135.538    33.659    165.069     0.310
     135.559    33.942    167.735     0.235
     135.595    33.748    165.466     0.279
     135.604    33.506    162.553     0.367
     135.714    33.638    166.866     0.308
     135.740    33.970    167.735     0.235
     135.749    34.157    169.216     0.214
     135.770    33.484    164.055     0.364
     135.778    33.476    164.055     0.364
     135.787    33.816    171.870     0.283
     135.840    33.520    168.024     0.337
     135.860    34.243    171.870     0.212
     135.877    33.800    171.573     0.273
     135.888    33.669    166.430     0.298
     135.926    33.584    165.964     0.330
     135.934    33.878    167.005     0.267
     135.943    33.578    165.530     0.320
     135.970    34.039    167.735     0.235
     136.009    34.294    172.235     0.222
     136.017    33.742    165.964     0.289
     136.092    33.876    167.005     0.267
     136.104    34.181    170.134     0.233
     136.147    33.933    167.005     0.267
     136.180    34.495    173.991     0.191
     136.182    33.929    167.005     0.267
     136.205    34.061    168.690     0.255
     136.342    34.434    172.235     0.222
     136.351    34.209    168.232     0.245
     136.396    34.299    170.134     0.233
     136.440    34.604    171.027     0.192
     136.483    34.421    172.569     0.232
     136.511    34.760    171.469     0.202
     136.549    34.286    172.875     0.242
     136.559    34.548    169.695     0.224
     136.638    34.432    168.232     0.245
     136.812    34.374    167.005     0.267
     136.831    34.254    165.466     0.279
     136.862    34.466    163.740     0.250
     136.949    34.741    166.504     0.257
     136.993    34.545    163.496     0.282
     137.072    34.996    167.196     0.226
     137.080    34.610    164.932     0.269
     137.131    34.796    165.379     0.238
     137.165    34.918    165.964     0.247
     137.291    34.649    164.358     0.260
     137.313    34.920    165.379     0.238
     137.327    35.040    164.745     0.228
     137.352    34.787    164.358     0.260
     137.437    34.968    165.379     0.238
     137.448    34.865    168.232     0.245
     137.530    34.718    162.897     0.272
     137.530    34.718    162.897     0.272
     137.569    34.809    163.740     0.250
     137.591    35.101    164.745     0.228
     137.591    34.938    165.964     0.247
     137.652    34.702    163.496     0.282
     137.688    34.836    165.964     0.247
     137.697    34.752    163.496     0.282
     137.712    35.080    167.196     0.226
     137.787    34.741    163.496     0.282
     137.809    34.793    165.466     0.279
     137.835    34.942    165.964     0.247
     137.840    34.877    167.005     0.267
     137.840    34.672    164.055     0.291
     137.929    34.756    165.466     0.279
     137.950    34.844    167.005     0.267
     137.955    34.671    164.578     0.301
     137.965    34.902    163.740     0.250
     137.999    35.032    167.735     0.235
     138.036    34.877    164.358     0.260
     138.036    34.786    165.466     0.279
     138.065    34.666    164.578     0.301
     138.072    34.715    165.964     0.289
     138.094    34.940    165.964     0.247
     138.101    35.045    170.134     0.233
     138.118    34.680    164.578     0.301
     138.149    34.643    169.380     0.326
     138.155    35.104    171.870     0.212
     138.157    34.758    165.466     0.279
     138.179    34.634    165.530     0.320
     138.197    34.849    164.358     0.260
     138.203    34.678    165.069     0.310
     138.236    34.605    164.291     0.332
     138.246    34.738    164.578     0.301
     138.271    34.954    164.358     0.260
     138.275    35.201    164.932     0.269
     138.349    34.871    165.466     0.279
     138.391    35.103    163.740     0.250
     138.400    34.990    164.932     0.269
     138.469    35.290    168.232     0.245
     138.539    34.986    167.905     0.286
     138.548    35.067    167.471     0.277
     138.634    35.117    169.875     0.284
     138.641    35.203    171.254     0.263
     138.149    34.080    150.779     0.434
     137.615    33.880    161.565     0.389
     137.404    34.180    156.870     0.328
     137.011    33.670    173.008     0.320
     136.679    33.430    159.794     0.440
     136.367    33.330    156.571     0.392
     135.574    33.160    159.418     0.515
     134.943    33.351    178.820     0.437
     134.812    32.870    161.297     0.474
     133.671    32.820    153.759     0.475
     134.031    32.430    155.145     0.450
     133.220    32.370    136.608     0.403
     133.581    31.930    146.981     0.545
     132.420    32.380    128.550     0.409
     132.490    31.970    145.763     0.261
