     133.905    33.506    153.356     0.366
     133.923    33.876    150.282     0.238
     133.942    33.723    151.696     0.288
     134.008    33.428    153.794     0.405
     134.050    34.052    147.926     0.200
     134.057    33.368    154.111     0.430
     134.060    33.878    150.062     0.245
     134.101    33.498    153.309     0.385
     134.108    33.604    152.489     0.343
     134.123    33.316    154.340     0.452
     134.178    33.252    154.546     0.475
     134.179    33.267    154.584     0.471
     134.207    33.395    154.529     0.428
     134.213    33.935    150.133     0.232
     134.232    34.039    149.265     0.205
     134.282    33.528    154.351     0.377
     134.303    33.790    152.305     0.278
     134.354    34.098    150.428     0.190
     134.374    33.619    154.912     0.340
     134.391    33.880    152.951     0.249
     134.459    33.995    153.468     0.215
     134.486    33.823    155.225     0.266
     134.512    33.934    154.992     0.232
     134.535    33.726    157.321     0.296
     134.562    34.061    155.307     0.199
     134.593    33.776    158.148     0.279
     134.607    34.173    155.445     0.173
     134.628    33.928    157.558     0.235
     134.670    33.831    159.308     0.262
     135.169    33.852    164.199     0.259
     135.374    33.685    164.228     0.310
     135.400    33.745    164.063     0.290
     135.410    33.648    164.174     0.323
     135.500    33.555    163.997     0.356
     135.513    33.786    164.609     0.277
     135.538    33.659    164.239     0.315
     135.559    33.942    166.418     0.243
     135.595    33.748    165.082     0.286
     135.604    33.506    163.937     0.369
     135.714    33.638    165.728     0.313
     135.740    33.970    168.274     0.243
     135.749    34.157    169.578     0.218
     135.770    33.484    164.712     0.361
     135.778    33.476    164.659     0.363
     135.787    33.816    167.552     0.270
     135.840    33.520    165.619     0.341
     135.860    34.243    170.315     0.212
     135.877    33.800    167.950     0.274
     135.888    33.669    167.344     0.298
     135.926    33.584    166.630     0.317
     135.934    33.878    168.229     0.263
     135.943    33.578    166.534     0.318
     135.970    34.039    168.918     0.244
     136.009    34.294    170.868     0.212
     136.017    33.742    167.386     0.286
     136.092    33.876    167.213     0.269
     136.104    34.181    169.798     0.231
     136.147    33.933    167.097     0.264
     136.180    34.495    172.568     0.195
     136.182    33.929    166.761     0.266
     136.205    34.061    168.070     0.251
     136.342    34.434    172.205     0.213
     136.351    34.209    169.754     0.241
     136.396    34.299    170.762     0.233
     136.440    34.604    172.452     0.204
     136.483    34.421    171.327     0.227
     136.511    34.760    172.016     0.200
     136.549    34.286    169.675     0.248
     136.559    34.548    171.057     0.222
     136.638    34.432    169.550     0.243
     136.812    34.374    166.229     0.267
     136.831    34.254    165.101     0.275
     136.862    34.466    165.848     0.265
     136.949    34.741    166.407     0.249
     136.993    34.545    164.510     0.270
     137.072    34.996    166.189     0.228
     137.080    34.610    164.351     0.268
     137.131    34.796    165.513     0.251
     137.165    34.918    165.762     0.240
     137.291    34.649    163.687     0.270
     137.313    34.920    165.326     0.242
     137.327    35.040    165.544     0.228
     137.352    34.787    164.621     0.257
     137.437    34.968    165.408     0.237
     137.448    34.865    164.855     0.250
     137.530    34.718    163.484     0.271
     137.530    34.718    163.484     0.271
     137.569    34.809    164.295     0.260
     137.591    35.101    167.059     0.221
     137.591    34.938    165.527     0.242
     137.652    34.702    163.210     0.279
     137.688    34.836    164.715     0.258
     137.697    34.752    163.813     0.272
     137.712    35.080    167.806     0.225
     137.787    34.741    164.016     0.278
     137.809    34.793    164.675     0.268
     137.835    34.942    166.593     0.244
     137.840    34.877    165.781     0.254
     137.840    34.672    163.639     0.293
     137.929    34.756    164.971     0.279
     137.950    34.844    165.844     0.262
     137.955    34.671    164.458     0.299
     137.965    34.902    166.451     0.252
     137.999    35.032    167.919     0.236
     138.036    34.877    166.288     0.258
     138.036    34.786    165.744     0.275
     138.065    34.666    165.156     0.305
     138.072    34.715    165.527     0.293
     138.094    34.940    166.554     0.251
     138.101    35.045    167.343     0.240
     138.118    34.680    165.490     0.304
     138.149    34.643    165.229     0.317
     138.155    35.104    167.337     0.239
     138.157    34.758    165.956     0.286
     138.179    34.634    165.083     0.321
     138.197    34.849    165.952     0.269
     138.203    34.678    165.658     0.310
     138.236    34.605    164.696     0.335
     138.246    34.738    165.840     0.297
     138.271    34.954    165.301     0.259
     138.275    35.201    167.042     0.241
     138.349    34.871    165.442     0.276
     138.391    35.103    164.940     0.258
     138.400    34.990    164.829     0.266
     138.469    35.290    168.151     0.245
     138.539    34.986    166.974     0.279
     138.548    35.067    167.092     0.276
     138.634    35.117    169.661     0.285
     138.641    35.203    171.442     0.268
     138.149    34.080    151.159     0.434
     137.615    33.880    160.996     0.385
     137.404    34.180    157.907     0.330
     137.011    33.670    172.768     0.327
     136.679    33.430    159.873     0.432
     136.367    33.330    156.608     0.399
     135.574    33.160    159.206     0.511
     134.943    33.351    174.364     0.430
     134.812    32.870    161.862     0.475
     133.671    32.820    153.231     0.476
     134.031    32.430    154.920     0.452
     133.220    32.370    137.081     0.407
     133.581    31.930    146.906     0.542
     132.420    32.380    131.705     0.393
     132.490    31.970    144.640     0.266
